training_loss;validation_loss;mae_target;time_this_iter_s;should_checkpoint;done;timesteps_total;episodes_total;training_iteration;experiment_id;date;timestamp;time_total_s;pid;hostname;node_ip;time_since_restore;timesteps_since_restore;iterations_since_restore;trial_id;experiment_tag
0.1196151649094047;tensor(0.1565);0.3137163487654628;3362.7073793411255;TRUE;FALSE;;;19;da660fb7368341dfb6569498b125239a;2022-01-18_18-12-21;1642525941;63717.539889097214;27974;chime-guest-workstation;130.229.54.63;63717.539889097214;0;19;71497_00000;0_lr=0.0005905
0.11831427852580324;tensor(0.1568);0.33432069379871776;3358.4463062286377;TRUE;FALSE;;;20;da660fb7368341dfb6569498b125239a;2022-01-18_19-08-20;1642529300;67075.98619532585;27974;chime-guest-workstation;130.229.54.63;67075.98619532585;0;20;71497_00000;0_lr=0.0005905
0.11747338090844685;tensor(0.1600);0.36030656381989057;3352.2902188301086;TRUE;FALSE;;;21;da660fb7368341dfb6569498b125239a;2022-01-18_20-04-12;1642532652;70428.27641415596;27974;chime-guest-workstation;130.229.54.63;70428.27641415596;0;21;71497_00000;0_lr=0.0005905
0.11976213383815949;tensor(0.1573);0.3172210125609757;3358.701140165329;TRUE;FALSE;;;22;da660fb7368341dfb6569498b125239a;2022-01-18_21-00-11;1642536011;73786.97755432129;27974;chime-guest-workstation;130.229.54.63;73786.97755432129;0;22;71497_00000;0_lr=0.0005905
0.11804089780974435;tensor(0.1558);0.3301101810895115;3350.907495498657;TRUE;FALSE;;;23;da660fb7368341dfb6569498b125239a;2022-01-18_21-56-02;1642539362;77137.88504981995;27974;chime-guest-workstation;130.229.54.63;77137.88504981995;0;23;71497_00000;0_lr=0.0005905
0.12000949299196713;tensor(0.1566);0.3141003633673056;3370.8050723075867;TRUE;FALSE;;;24;da660fb7368341dfb6569498b125239a;2022-01-18_22-52-12;1642542732;80508.69012212753;27974;chime-guest-workstation;130.229.54.63;80508.69012212753;0;24;71497_00000;0_lr=0.0005905
0.11593862547464669;tensor(0.1566);0.3345943476833892;3362.023288488388;TRUE;FALSE;;;25;da660fb7368341dfb6569498b125239a;2022-01-18_23-48-14;1642546094;83870.71341061592;27974;chime-guest-workstation;130.229.54.63;83870.71341061592;0;25;71497_00000;0_lr=0.0005905
0.11552511151258717;tensor(0.1555);0.32901815342474405;3359.4434700012207;TRUE;FALSE;;;26;da660fb7368341dfb6569498b125239a;2022-01-19_00-44-14;1642549454;87230.15688061714;27974;chime-guest-workstation;130.229.54.63;87230.15688061714;0;26;71497_00000;0_lr=0.0005905
0.1187714789412776;tensor(0.1605);0.3398656391775608;3367.3919184207916;TRUE;FALSE;;;27;da660fb7368341dfb6569498b125239a;2022-01-19_01-40-21;1642552821;90597.54879903793;27974;chime-guest-workstation;130.229.54.63;90597.54879903793;0;27;71497_00000;0_lr=0.0005905
0.11799867256197845;tensor(0.1574);0.3216590709943174;3366.2840473651886;TRUE;FALSE;;;28;da660fb7368341dfb6569498b125239a;2022-01-19_02-36-28;1642556188;93963.83284640312;27974;chime-guest-workstation;130.229.54.63;93963.83284640312;0;28;71497_00000;0_lr=0.0005905
0.11626386121533112;tensor(0.1539);0.33692710171739504;3373.0899016857147;TRUE;FALSE;;;29;da660fb7368341dfb6569498b125239a;2022-01-19_03-32-41;1642559561;97336.92274808884;27974;chime-guest-workstation;130.229.54.63;97336.92274808884;0;29;71497_00000;0_lr=0.0005905
0.11795099826071179;tensor(0.1540);0.3216051100135057;3351.5970435142517;TRUE;TRUE;;;30;da660fb7368341dfb6569498b125239a;2022-01-19_04-28-32;1642562912;100688.51979160309;27974;chime-guest-workstation;130.229.54.63;100688.51979160309;0;30;71497_00000;0_lr=0.0005905
