training_loss,validation_loss,auc_target,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag
0.013820824139118195,tensor(0.0148),0.7113021859738266,570.0437309741974,True,False,,,21,3f1a22cf93fc48e5861912b357573e30,2022-02-09_17-17-02,1644423422,12019.651816606522,44623,chime-guest-workstation,130.229.54.63,12019.651816606522,0,21,ba5f5_00000,0
0.013986543184518814,tensor(0.0148),0.746987482531678,571.2525885105133,True,False,,,22,3f1a22cf93fc48e5861912b357573e30,2022-02-09_17-26-33,1644423993,12590.904405117035,44623,chime-guest-workstation,130.229.54.63,12590.904405117035,0,22,ba5f5_00000,0
0.014079014250040054,tensor(0.0144),0.7420362929334419,570.563937664032,True,False,,,23,3f1a22cf93fc48e5861912b357573e30,2022-02-09_17-36-04,1644424564,13161.468342781067,44623,chime-guest-workstation,130.229.54.63,13161.468342781067,0,23,ba5f5_00000,0
0.014046253199577332,tensor(0.0145),0.7489498744595641,571.6139032840729,True,False,,,24,3f1a22cf93fc48e5861912b357573e30,2022-02-09_17-45-36,1644425136,13733.08224606514,44623,chime-guest-workstation,130.229.54.63,13733.08224606514,0,24,ba5f5_00000,0
0.014190623700618745,tensor(0.0150),0.7521167677923034,569.8788597583771,True,False,,,25,3f1a22cf93fc48e5861912b357573e30,2022-02-09_17-55-05,1644425705,14302.961105823517,44623,chime-guest-workstation,130.229.54.63,14302.961105823517,0,25,ba5f5_00000,0
0.01363183332681656,tensor(0.0148),0.7561333423437596,571.9629724025726,True,False,,,26,3f1a22cf93fc48e5861912b357573e30,2022-02-09_18-04-37,1644426277,14874.92407822609,44623,chime-guest-workstation,130.229.54.63,14874.92407822609,0,26,ba5f5_00000,0
0.013916092984676361,tensor(0.0148),0.7564491355222508,572.8834292888641,True,False,,,27,3f1a22cf93fc48e5861912b357573e30,2022-02-09_18-14-10,1644426850,15447.807507514954,44623,chime-guest-workstation,130.229.54.63,15447.807507514954,0,27,ba5f5_00000,0
0.014007924594879151,tensor(0.0152),0.6885907642560634,572.461948633194,True,False,,,28,3f1a22cf93fc48e5861912b357573e30,2022-02-09_18-23-43,1644427423,16020.269456148148,44623,chime-guest-workstation,130.229.54.63,16020.269456148148,0,28,ba5f5_00000,0
0.013608274755477906,tensor(0.0144),0.7433186310536797,571.4398107528687,True,False,,,29,3f1a22cf93fc48e5861912b357573e30,2022-02-09_18-33-14,1644427994,16591.709266901016,44623,chime-guest-workstation,130.229.54.63,16591.709266901016,0,29,ba5f5_00000,0
0.014166225197315216,tensor(0.0148),0.7588865056546982,572.2113020420074,True,True,,,30,3f1a22cf93fc48e5861912b357573e30,2022-02-09_18-42-46,1644428566,17163.920568943024,44623,chime-guest-workstation,130.229.54.63,17163.920568943024,0,30,ba5f5_00000,0
