training_loss,validation_loss,auc_target,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag
0.014039035229682922,tensor(0.0148),0.7581332834089533,572.2634980678558,True,False,,,19,6d6a365e466940038e2ce21d0ecf25e4,2022-02-08_21-33-21,1644352401,10868.313185453415,34669,chime-guest-workstation,130.229.54.63,10868.313185453415,0,19,24509_00001,1_lr=0.0009849
0.014337135304212571,tensor(0.0149),0.7412167073382909,571.8683807849884,True,False,,,20,6d6a365e466940038e2ce21d0ecf25e4,2022-02-08_21-42-53,1644352973,11440.181566238403,34669,chime-guest-workstation,130.229.54.63,11440.181566238403,0,20,24509_00001,1_lr=0.0009849
0.014199639101028443,tensor(0.0152),0.7535354170845145,569.7880256175995,True,False,,,21,6d6a365e466940038e2ce21d0ecf25e4,2022-02-08_21-52-22,1644353542,12009.969591856003,34669,chime-guest-workstation,130.229.54.63,12009.969591856003,0,21,24509_00001,1_lr=0.0009849
0.014031156663894654,tensor(0.0143),0.774892863143937,571.0654475688934,True,False,,,22,6d6a365e466940038e2ce21d0ecf25e4,2022-02-08_22-01-53,1644354113,12581.035039424896,34669,chime-guest-workstation,130.229.54.63,12581.035039424896,0,22,24509_00001,1_lr=0.0009849
0.013973801388740539,tensor(0.0143),0.7659178114648142,568.6160845756531,True,False,,,23,6d6a365e466940038e2ce21d0ecf25e4,2022-02-08_22-11-22,1644354682,13149.65112400055,34669,chime-guest-workstation,130.229.54.63,13149.65112400055,0,23,24509_00001,1_lr=0.0009849
0.014208714542388916,tensor(0.0137),0.7878930478560815,570.1824748516083,True,False,,,24,6d6a365e466940038e2ce21d0ecf25e4,2022-02-08_22-20-52,1644355252,13719.833598852158,34669,chime-guest-workstation,130.229.54.63,13719.833598852158,0,24,24509_00001,1_lr=0.0009849
0.01387886290550232,tensor(0.0149),0.768681797739265,568.6980574131012,True,False,,,25,6d6a365e466940038e2ce21d0ecf25e4,2022-02-08_22-30-21,1644355821,14288.531656265259,34669,chime-guest-workstation,130.229.54.63,14288.531656265259,0,25,24509_00001,1_lr=0.0009849
0.013687969336509705,tensor(0.0145),0.7598627088151699,570.573483467102,True,False,,,26,6d6a365e466940038e2ce21d0ecf25e4,2022-02-08_22-39-51,1644356391,14859.10513973236,34669,chime-guest-workstation,130.229.54.63,14859.10513973236,0,26,24509_00001,1_lr=0.0009849
0.013814276340007783,tensor(0.0151),0.7399849222309451,572.3235061168671,True,False,,,27,6d6a365e466940038e2ce21d0ecf25e4,2022-02-08_22-49-24,1644356964,15431.428645849228,34669,chime-guest-workstation,130.229.54.63,15431.428645849228,0,27,24509_00001,1_lr=0.0009849
0.013623714046478271,tensor(0.0146),0.7813019481737153,567.6333751678467,True,False,,,28,6d6a365e466940038e2ce21d0ecf25e4,2022-02-08_22-58-51,1644357531,15999.062021017075,34669,chime-guest-workstation,130.229.54.63,15999.062021017075,0,28,24509_00001,1_lr=0.0009849
0.014002623978853226,tensor(0.0149),0.7935012121841859,569.4315133094788,True,False,,,29,6d6a365e466940038e2ce21d0ecf25e4,2022-02-08_23-08-21,1644358101,16568.493534326553,34669,chime-guest-workstation,130.229.54.63,16568.493534326553,0,29,24509_00001,1_lr=0.0009849
0.01405837702035904,tensor(0.0149),0.797091907153911,571.8813045024872,True,True,,,30,6d6a365e466940038e2ce21d0ecf25e4,2022-02-08_23-17-53,1644358673,17140.37483882904,34669,chime-guest-workstation,130.229.54.63,17140.37483882904,0,30,24509_00001,1_lr=0.0009849
