training_loss,validation_loss,mae_target,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag
0.16990679595720953,tensor(0.2457),0.3777461275634016,3379.5968132019043,True,False,,,19,9808f095e7b840b49896f1c0e66ee378,2022-02-06_21-03-58,1644177838,64473.59656715393,3089,chime-guest-workstation,130.229.54.63,64473.59656715393,0,19,74e2e_00002,2_lr=1.8296e-05
0.17165491618945264,tensor(0.2371),0.37270318176291256,3379.8660700321198,True,False,,,20,9808f095e7b840b49896f1c0e66ee378,2022-02-06_22-00-18,1644181218,67853.46263718605,3089,chime-guest-workstation,130.229.54.63,67853.46263718605,0,20,74e2e_00002,2_lr=1.8296e-05
0.16712895716687665,tensor(0.2445),0.3775303382766327,3384.7176094055176,True,False,,,21,9808f095e7b840b49896f1c0e66ee378,2022-02-06_22-56-42,1644184602,71238.18024659157,3089,chime-guest-workstation,130.229.54.63,71238.18024659157,0,21,74e2e_00002,2_lr=1.8296e-05
0.17423592035594862,tensor(0.2440),0.3826465456300409,3362.267297267914,True,False,,,22,9808f095e7b840b49896f1c0e66ee378,2022-02-06_23-52-45,1644187965,74600.44754385948,3089,chime-guest-workstation,130.229.54.63,74600.44754385948,0,22,74e2e_00002,2_lr=1.8296e-05
0.16899225365550724,tensor(0.2422),0.37671372179614904,3393.96364736557,True,False,,,23,9808f095e7b840b49896f1c0e66ee378,2022-02-07_00-49-19,1644191359,77994.41119122505,3089,chime-guest-workstation,130.229.54.63,77994.41119122505,0,23,74e2e_00002,2_lr=1.8296e-05
0.17343182185324374,tensor(0.2419),0.37803947807255306,3391.4971401691437,True,False,,,24,9808f095e7b840b49896f1c0e66ee378,2022-02-07_01-45-50,1644194750,81385.9083313942,3089,chime-guest-workstation,130.229.54.63,81385.9083313942,0,24,74e2e_00002,2_lr=1.8296e-05
0.1720576052712556,tensor(0.2439),0.3787986284518052,3382.5536484718323,True,False,,,25,9808f095e7b840b49896f1c0e66ee378,2022-02-07_02-42-13,1644198133,84768.46197986603,3089,chime-guest-workstation,130.229.54.63,84768.46197986603,0,25,74e2e_00002,2_lr=1.8296e-05
0.17126864513369744,tensor(0.2393),0.38125709060909396,3390.6937470436096,True,False,,,26,9808f095e7b840b49896f1c0e66ee378,2022-02-07_03-38-43,1644201523,88159.15572690964,3089,chime-guest-workstation,130.229.54.63,88159.15572690964,0,26,74e2e_00002,2_lr=1.8296e-05
0.17509705881987467,tensor(0.2426),0.3771544900128982,3385.373785972595,True,False,,,27,9808f095e7b840b49896f1c0e66ee378,2022-02-07_04-35-09,1644204909,91544.52951288223,3089,chime-guest-workstation,130.229.54.63,91544.52951288223,0,27,74e2e_00002,2_lr=1.8296e-05
0.1748977101138537,tensor(0.2390),0.37333912806397856,3380.752058029175,True,False,,,28,9808f095e7b840b49896f1c0e66ee378,2022-02-07_05-31-29,1644208289,94925.28157091141,3089,chime-guest-workstation,130.229.54.63,94925.28157091141,0,28,74e2e_00002,2_lr=1.8296e-05
0.17289963339627953,tensor(0.2433),0.375568767477405,3361.193200826645,True,False,,,29,9808f095e7b840b49896f1c0e66ee378,2022-02-07_06-27-31,1644211651,98286.47477173805,3089,chime-guest-workstation,130.229.54.63,98286.47477173805,0,29,74e2e_00002,2_lr=1.8296e-05
0.1758215401585214,tensor(0.2414),0.3819244752501437,3408.5458500385284,True,True,,,30,9808f095e7b840b49896f1c0e66ee378,2022-02-07_07-24-19,1644215059,101695.02062177658,3089,chime-guest-workstation,130.229.54.63,101695.02062177658,0,30,74e2e_00002,2_lr=1.8296e-05
